postcode,vehicles,bev,hybrid,recent_vehicles,recent_bev,quarter
3193,15783,560,352,1691,281,2025Q4
3193,15881,614,385,954,199,2026Q1
3193,15945,705,443,1191,289,2026Q2
3194,10271,69,102,718,43,2023Q2
3194,10300,76,117,855,51,2023Q3
3194,10358,87,130,1024,62,2023Q4
3194,10432,99,141,691,46,2024Q1
3194,10444,115,142,854,63,2024Q2
3194,10440,130,162,989,76,2024Q3
3194,10491,149,181,1160,96,2024Q4
3194,10519,161,194,680,57,2025Q1
3194,10620,186,209,838,77,2025Q2
3194,10708,208,219,968,97,2025Q3
3194,10776,233,245,1094,123,2025Q4
3194,10762,264,268,655,102,2026Q1
3194,10810,301,286,814,140,2026Q2
3195,31172,246,365,2441,153,2023Q2
3195,31261,296,377,2926,198,2023Q3
3195,31456,333,392,3424,236,2023Q4
3195,31558,387,400,2043,225,2024Q1
3195,31888,443,419,2572,282,2024Q2
3195,31935,492,449,3031,326,2024Q3
3195,31926,541,476,3498,378,2024Q4
3195,31856,566,523,1913,189,2025Q1
3195,32032,622,587,2411,249,2025Q2
3195,32099,687,617,2864,309,2025Q3
3195,32190,755,670,3323,377,2025Q4
3195,32278,834,735,1842,256,2026Q1
3195,32478,985,819,2371,403,2026Q2
3196,18497,91,204,1149,62,2023Q2
3196,18586,102,215,1374,70,2023Q3
3196,18654,125,223,1627,92,2023Q4
3196,18719,141,227,988,79,2024Q1
3196,18772,175,239,1234,109,2024Q2
3196,18874,192,264,1462,127,2024Q3
3196,18933,221,271,1715,156,2024Q4
3196,18970,236,290,967,92,2025Q1
3196,19087,271,325,1232,126,2025Q2
3196,19181,301,351,1500,155,2025Q3
3196,19262,348,362,1734,194,2025Q4
3196,19467,398,400,980,139,2026Q1
3196,19504,498,455,1281,230,2026Q2
3197,9226,51,116,557,27,2023Q2
3197,9246,62,115,682,36,2023Q3
3197,9327,70,120,810,44,2023Q4
3197,9419,81,123,510,38,2024Q1
3197,9452,86,131,658,44,2024Q2
3197,9513,94,137,810,52,2024Q3
3197,9560,105,153,937,63,2024Q4
3197,9593,115,158,509,30,2025Q1
3197,9548,134,161,648,45,2025Q2
3197,9545,149,165,756,62,2025Q3
3197,9524,156,173,860,68,2025Q4
3197,9516,191,182,455,70,2026Q1
3197,9603,226,217,617,102,2026Q2
3198,14981,53,246,1030,36,2023Q2
3198,15104,54,245,1202,38,2023Q3
3198,15187,65,245,1402,49,2023Q4
3198,15279,81,245,883,42,2024Q1
3198,15367,91,247,1106,53,2024Q2
3198,15414,104,264,1287,65,2024Q3
3198,15458,112,269,1427,70,2024Q4
3198,15476,125,287,806,46,2025Q1
3198,15499,148,297,1027,64,2025Q2
3198,15665,168,324,1248,81,2025Q3
3198,15706,185,340,1442,99,2025Q4
3198,15770,195,352,817,73,2026Q1
3198,15915,244,377,1021,116,2026Q2
3199,41372,193,645,2748,123,2023Q2
3199,41466,219,638,3277,149,2023Q3
3199,41666,252,643,3873,180,2023Q4
3199,41853,299,650,2530,165,2024Q1
3199,42147,352,684,3099,217,2024Q2
3199,42301,381,697,3639,247,2024Q3
3199,42382,427,721,4189,292,2024Q4
3199,42399,460,760,2505,170,2025Q1
3199,42577,533,783,3054,241,2025Q2
3199,42714,613,840,3639,320,2025Q3
3199,42761,711,925,4281,416,2025Q4
3199,42839,821,1020,2583,345,2026Q1
3199,43200,998,1134,3261,513,2026Q2
3200,3540,10,114,116,5,2023Q2
3200,3566,11,109,138,6,2023Q3
3200,3562,11,103,158,6,2023Q4
3200,3557,13,98,91,6,2024Q1
3200,3574,14,97,115,6,2024Q2
3200,3567,18,98,144,10,2024Q3
3200,3568,16,98,164,9,2024Q4
3200,3623,17,100,84,5,2025Q1
3200,3625,19,105,111,7,2025Q2
3200,3633,23,106,140,9,2025Q3
3200,3646,30,103,165,16,2025Q4
3200,3625,35,107,99,16,2026Q1
3200,3623,38,112,120,18,2026Q2
3201,20635,58,336,1561,32,2023Q2
3201,20814,69,342,1833,42,2023Q3
3201,20907,80,339,2091,52,2023Q4
3201,21014,89,340,1210,46,2024Q1
3201,21165,100,350,1549,59,2024Q2
3201,21170,106,356,1838,65,2024Q3
3201,21215,122,374,2135,83,2024Q4
3201,21318,134,387,1170,43,2025Q1
3201,21222,150,404,1514,61,2025Q2
3201,21279,172,427,1795,80,2025Q3
3201,21432,189,452,2081,93,2025Q4
3201,21523,218,502,1217,66,2026Q1
3201,21484,284,565,1558,134,2026Q2
3202,2657,21,33,227,12,2023Q2
3202,2646,25,35,270,17,2023Q3
3202,2659,27,35,324,21,2023Q4
3202,2653,28,34,227,16,2024Q1
3202,2681,34,37,273,20,2024Q2
3202,2686,37,41,319,24,2024Q3
3202,2664,43,42,339,29,2024Q4
3202,2626,45,41,167,13,2025Q1
3202,2642,51,45,231,20,2025Q2
3202,2657,55,48,281,23,2025Q3
3202,2653,70,50,334,39,2025Q4
3202,2669,80,51,208,36,2026Q1
3202,2590,89,54,254,47,2026Q2
3204,21286,205,283,1741,148,2023Q2
3204,21441,257,300,2092,197,2023Q3
3204,21594,286,316,2426,225,2023Q4
3204,21727,352,351,1613,216,2024Q1
3204,21916,441,397,2011,299,2024Q2
3204,21864,451,414,2208,318,2024Q3
3204,22007,563,430,2567,426,2024Q4
3204,22139,634,514,1580,326,2025Q1
3204,22236,674,583,1929,359,2025Q2
3204,22243,744,638,2269,438,2025Q3
3204,22298,779,727,2578,475,2025Q4
3204,22444,836,777,1639,354,2026Q1
3204,22595,998,852,2000,505,2026Q2
3205,14380,233,237,3788,170,2023Q2
3205,14608,295,283,4522,225,2023Q3
3205,15176,474,317,5608,406,2023Q4
3205,15466,556,333,3890,391,2024Q1
3205,15211,616,401,4487,445,2024Q2
3205,15034,677,422,5021,507,2024Q3
3205,15382,786,449,5861,602,2024Q4
3205,15448,812,463,3728,242,2025Q1
3205,15440,859,506,4434,302,2025Q2
3205,15402,883,562,5010,345,2025Q3
3205,16145,890,673,5784,384,2025Q4
3205,16056,966,787,3537,279,2026Q1
3205,15947,977,919,4054,367,2026Q2
3206,6693,110,63,484,66,2023Q2
3206,6738,118,72,598,75,2023Q3
3206,6774,130,69,689,89,2023Q4
3206,6812,149,79,435,68,2024Q1
3206,6863,162,89,544,84,2024Q2
3206,6882,168,95,642,88,2024Q3
3206,6865,185,117,771,105,2024Q4
3206,6930,201,137,454,62,2025Q1
3206,6935,211,155,595,76,2025Q2
3206,6944,229,171,716,95,2025Q3
3206,6946,248,185,808,112,2025Q4
3206,6997,271,202,484,75,2026Q1
3206,6999,299,207,594,104,2026Q2
3207,19138,262,293,2638,141,2023Q2
3207,19331,312,376,3321,195,2023Q3
3207,19646,345,464,4137,232,2023Q4
3207,20062,394,523,3193,204,2024Q1
3207,21371,462,568,4398,275,2024Q2
3207,21865,529,646,5043,344,2024Q3
3207,22248,645,718,5839,425,2024Q4
3207,22287,690,829,4060,273,2025Q1
3207,22738,748,893,5006,343,2025Q2
3207,22876,804,994,5669,423,2025Q3
3207,22918,856,1063,6294,487,2025Q4
3207,23758,931,1106,4277,368,2026Q1
3207,23514,932,1167,4825,433,2026Q2
3211,1686,3,38,99,1,2023Q2
3211,1672,4,40,121,2,2023Q3
3211,1687,4,44,142,2,2023Q4
3211,1699,6,45,93,3,2024Q1
3211,1711,9,42,120,6,2024Q2
3211,1711,11,40,139,7,2024Q3
3211,1706,12,43,160,7,2024Q4
3211,1711,13,40,81,4,2025Q1
3211,1744,15,42,103,5,2025Q2
3211,1756,17,45,125,8,2025Q3
3211,1758,19,48,149,9,2025Q4
3211,1798,19,51,82,5,2026Q1
3211,1814,19,53,107,6,2026Q2
3212,16423,44,279,1222,36,2023Q2
3212,16675,50,285,1448,41,2023Q3
3212,16962,61,285,1714,47,2023Q4
3212,17158,67,303,1098,33,2024Q1
3212,17325,91,310,1377,55,2024Q2
3212,17652,106,328,1675,71,2024Q3
3212,17915,125,353,1956,88,2024Q4
3212,18184,138,378,1126,54,2025Q1
3212,18507,168,417,1497,84,2025Q2
3212,18635,186,446,1785,106,2025Q3
3212,18918,204,479,2057,124,2025Q4
3212,19145,224,512,1223,94,2026Q1
3212,19440,286,558,1555,161,2026Q2
3213,3746,20,65,253,9,2023Q2
3213,3775,20,61,297,9,2023Q3
3213,3848,26,60,350,16,2023Q4
3213,3896,26,58,216,12,2024Q1
3213,3942,27,53,284,13,2024Q2
3213,4029,29,56,333,16,2024Q3
3213,4071,33,65,386,20,2024Q4
3213,4154,35,72,208,8,2025Q1
3213,4215,36,84,261,11,2025Q2
3213,4237,39,87,314,16,2025Q3
3213,4226,39,89,351,17,2025Q4
3213,4268,41,98,175,13,2026Q1
3213,4263,54,107,227,26,2026Q2
3214,17808,20,481,760,9,2023Q2
3214,17956,22,483,940,11,2023Q3
3214,18075,26,482,1138,13,2023Q4
3214,18154,30,490,721,8,2024Q1
3214,18303,36,495,929,14,2024Q2
3214,18304,41,501,1078,19,2024Q3
3214,18280,45,517,1233,21,2024Q4
3214,18193,50,526,680,19,2025Q1
3214,18273,52,515,823,21,2025Q2
3214,18193,59,509,955,31,2025Q3
3214,18218,61,524,1114,31,2025Q4
3214,18197,70,528,611,23,2026Q1
3214,18250,87,553,757,40,2026Q2
3215,19015,73,351,1133,42,2023Q2
3215,22801,126,352,3535,94,2023Q3
3215,23176,207,441,4382,173,2023Q4
3215,22672,252,438,3361,193,2024Q1
3215,23251,274,443,3933,209,2024Q2
3215,23375,277,448,4620,216,2024Q3
3215,23436,292,459,5214,232,2024Q4
3215,23432,296,485,3305,86,2025Q1
3215,23232,282,495,3764,100,2025Q2
3215,23328,272,506,4316,118,2025Q3
3215,23926,294,514,5286,149,2025Q4
3215,24098,306,504,3681,126,2026Q1
3215,23728,406,540,4006,245,2026Q2
3216,45600,204,529,2896,126,2023Q2
3216,45713,251,531,3438,171,2023Q3
3216,45829,288,560,4060,208,2023Q4
3216,45923,324,587,2521,178,2024Q1
3216,46118,373,609,3099,220,2024Q2
3216,46246,427,639,3632,269,2024Q3
3216,46083,474,710,4165,313,2024Q4
3216,46161,502,793,2278,157,2025Q1
3216,46296,583,839,2869,231,2025Q2
3216,46392,665,917,3412,303,2025Q3
3216,46642,735,1012,4044,373,2025Q4
3216,46619,829,1086,2343,305,2026Q1
3216,46729,1011,1185,2991,474,2026Q2
3217,17218,85,170,1458,65,2023Q2
3217,17866,106,178,1781,86,2023Q3
3217,18665,126,200,2124,105,2023Q4
3217,19305,149,223,1345,95,2024Q1
3217,19931,172,270,1716,116,2024Q2
3217,20764,190,310,2082,138,2024Q3
3217,21548,231,366,2511,176,2024Q4
3217,22256,254,426,1437,79,2025Q1
3217,22969,299,475,1891,119,2025Q2
3217,23490,352,518,2310,171,2025Q3
3217,24024,393,574,2718,214,2025Q4
3217,24612,477,655,1635,199,2026Q1
3217,25327,581,764,2071,294,2026Q2
3218,10842,57,110,754,35,2023Q2
3218,10953,70,109,923,51,2023Q3
3218,11051,82,108,1104,64,2023Q4
3218,11082,100,110,743,60,2024Q1
3218,11193,106,117,892,69,2024Q2
3218,11266,116,118,1063,78,2024Q3
3218,11310,132,141,1229,93,2024Q4
3218,11402,160,164,682,65,2025Q1
3218,11452,179,175,834,81,2025Q2
3218,11527,210,188,1010,110,2025Q3
3218,11505,248,204,1189,141,2025Q4
3218,11542,256,216,651,99,2026Q1
3218,11618,311,246,823,147,2026Q2
3219,16004,34,327,822,17,2023Q2
3219,15991,37,320,959,21,2023Q3
3219,16019,43,318,1128,25,2023Q4
3219,16013,45,307,694,16,2024Q1
3219,16016,49,301,828,19,2024Q2
3219,16043,56,310,994,26,2024Q3
3219,16088,69,322,1155,39,2024Q4
3219,16093,78,344,679,28,2025Q1
3219,16093,93,349,836,40,2025Q2
3219,16125,105,356,1023,52,2025Q3
3219,16248,127,373,1204,71,2025Q4
3219,16245,144,385,645,61,2026Q1
3219,16240,173,398,797,86,2026Q2
3220,22321,220,198,4211,132,2023Q2
3220,18654,225,202,2782,134,2023Q3
3220,18798,223,208,3244,162,2023Q4
3220,18793,288,220,1973,136,2024Q1
3220,19090,320,227,2482,156,2024Q2
3220,19059,349,257,2852,184,2024Q3
3220,19063,379,326,3222,217,2024Q4
3220,18997,397,399,1956,108,2025Q1
3220,19113,434,464,2372,152,2025Q2
3220,19155,459,523,2785,179,2025Q3
3220,19063,516,576,3129,244,2025Q4
3220,19127,551,629,1877,191,2026Q1
3220,19113,602,703,2305,253,2026Q2
3221,5558,29,80,315,13,2023Q2
3221,5513,33,81,364,18,2023Q3
3221,5444,35,78,426,20,2023Q4
3221,5406,38,82,242,19,2024Q1
3221,5344,41,76,311,22,2024Q2
3221,5266,41,73,361,22,2024Q3
3221,5206,42,77,407,23,2024Q4
3221,5126,42,76,206,1,2025Q1
3221,5097,46,80,242,4,2025Q2
3221,5048,47,85,283,5,2025Q3
3221,5033,50,85,323,6,2025Q4
3221,4989,55,85,147,7,2026Q1
3221,4960,56,91,198,10,2026Q2
3222,15847,40,261,944,24,2023Q2
3222,15999,51,265,1170,34,2023Q3
3222,16037,64,269,1352,46,2023Q4
3222,16130,76,271,809,41,2024Q1
3222,16250,83,264,1001,48,2024Q2
3222,16275,91,270,1180,58,2024Q3
3222,16373,96,279,1344,62,2024Q4
3222,16415,107,295,745,31,2025Q1
3222,16486,128,309,944,48,2025Q2
3222,16439,149,325,1123,66,2025Q3
3222,16471,171,343,1332,86,2025Q4
3222,16472,195,352,743,73,2026Q1
3222,16558,237,378,935,112,2026Q2
3223,10679,39,192,583,23,2023Q2
3223,10739,48,189,692,32,2023Q3
3223,10864,51,194,834,35,2023Q4
3223,10960,51,193,529,19,2024Q1
3223,10956,58,202,644,26,2024Q2
3223,11068,70,212,793,37,2024Q3
3223,11135,78,215,942,45,2024Q4
3223,11169,85,226,544,25,2025Q1
3223,11280,96,252,700,32,2025Q2
3223,11301,106,263,832,42,2025Q3
3223,11380,121,269,973,54,2025Q4
3223,11521,135,280,520,37,2026Q1
3223,11648,170,309,677,68,2026Q2
3224,12874,26,190,755,15,2023Q2
3224,12966,32,190,917,21,2023Q3
3224,13191,38,196,1127,27,2023Q4
3224,13351,42,199,666,22,2024Q1
3224,13458,51,211,859,30,2024Q2
3224,13543,57,216,997,37,2024Q3
3224,13598,65,227,1179,45,2024Q4
3224,13615,73,247,671,31,2025Q1
3224,13751,84,247,855,42,2025Q2
3224,13819,99,259,1050,53,2025Q3
3224,13944,105,274,1233,58,2025Q4
3224,14012,122,286,693,42,2026Q1
3224,14066,150,296,881,69,2026Q2
3225,5378,44,75,382,29,2023Q2
3225,5398,49,72,462,32,2023Q3
3225,5400,62,69,563,45,2023Q4
3225,5448,72,78,370,39,2024Q1
3225,5476,81,86,460,47,2024Q2
3225,5521,90,84,535,56,2024Q3
3225,5584,101,99,628,67,2024Q4
3225,5672,114,112,340,39,2025Q1
3225,5684,124,125,427,48,2025Q2
3225,5688,139,126,504,64,2025Q3
3225,5776,159,137,589,82,2025Q4
3225,5818,171,146,351,57,2026Q1
3225,5876,200,168,457,86,2026Q2
3226,14941,102,167,986,62,2023Q2
3226,14965,116,165,1145,76,2023Q3
3226,15078,135,165,1389,96,2023Q4
3226,15141,159,164,802,83,2024Q1
3226,15284,179,172,1018,101,2024Q2
3226,15254,193,185,1168,111,2024Q3
3226,15324,217,200,1391,137,2024Q4
3226,15474,235,222,780,70,2025Q1
3226,15516,255,248,993,92,2025Q2
3226,15624,283,271,1206,125,2025Q3
3226,15665,307,287,1426,149,2025Q4
3226,15742,344,319,814,109,2026Q1
3226,15838,412,353,1015,171,2026Q2
3227,4774,51,45,306,31,2023Q2
3227,4795,59,52,385,38,2023Q3
3227,4783,67,54,439,44,2023Q4
3227,4803,73,57,271,32,2024Q1
3227,4810,87,58,344,45,2024Q2
3227,4879,103,63,407,58,2024Q3
3227,4912,108,69,491,64,2024Q4
3227,4938,115,72,270,35,2025Q1
3227,4932,124,77,346,44,2025Q2
3227,4939,139,83,427,58,2025Q3
3227,4976,151,95,485,72,2025Q4
3227,5008,160,104,272,43,2026Q1
3227,5035,195,112,359,77,2026Q2
3228,20538,169,222,1481,111,2023Q2
3228,20599,193,233,1748,135,2023Q3
3228,20743,210,229,2060,153,2023Q4
3228,20930,248,240,1241,137,2024Q1
3228,21052,275,247,1531,166,2024Q2
3228,21080,306,248,1815,194,2024Q3
3228,21154,335,280,2099,225,2024Q4
3228,21209,365,328,1159,109,2025Q1
3228,21350,403,372,1479,138,2025Q2
3228,21458,439,420,1773,172,2025Q3
3228,21577,484,454,2073,214,2025Q4
3228,21702,539,488,1168,153,2026Q1
3228,21799,658,542,1520,263,2026Q2
3230,3343,28,57,181,18,2023Q2
3230,3334,31,55,216,21,2023Q3
3230,3341,40,51,273,28,2023Q4
3230,3340,44,51,167,24,2024Q1
3230,3333,53,50,205,34,2024Q2
3230,3305,54,53,233,37,2024Q3
3230,3332,59,58,286,42,2024Q4
3230,3398,61,71,161,18,2025Q1
3230,3414,68,74,210,25,2025Q2
3230,3403,77,80,241,33,2025Q3
3230,3429,86,83,280,40,2025Q4
3230,3430,97,88,148,27,2026Q1
3230,3465,115,94,192,47,2026Q2
3231,1764,21,19,96,11,2023Q2
3231,1744,26,16,113,16,2023Q3
3231,1738,27,14,129,17,2023Q4
3231,1780,34,17,93,17,2024Q1
3231,1807,41,20,121,26,2024Q2
3231,1815,47,22,139,32,2024Q3
3231,1829,54,23,177,40,2024Q4
3231,1833,56,27,91,24,2025Q1
3231,1839,59,33,115,27,2025Q2
3231,1864,63,35,137,29,2025Q3
3231,1859,66,37,159,31,2025Q4
3231,1877,72,38,77,12,2026Q1
3231,1881,91,44,107,28,2026Q2
3232,1570,12,14,79,8,2023Q2
3232,1556,12,16,95,8,2023Q3
3232,1586,13,16,121,9,2023Q4
3232,1624,15,18,85,4,2024Q1
3232,1627,16,17,104,6,2024Q2
3232,1603,17,16,116,7,2024Q3
3232,1589,18,14,128,8,2024Q4
3232,1603,18,16,75,4,2025Q1
3232,1588,21,16,85,6,2025Q2
3232,1599,23,20,110,8,2025Q3
3232,1603,26,22,127,11,2025Q4
3232,1606,26,24,60,6,2026Q1
3232,1592,30,25,72,10,2026Q2
3233,2452,7,47,107,5,2023Q2
3233,2460,11,48,131,9,2023Q3
3233,2461,13,48,163,10,2023Q4
3233,2467,16,48,113,10,2024Q1
3233,2479,17,50,134,11,2024Q2
3233,2469,16,50,153,11,2024Q3
3233,2498,20,51,185,14,2024Q4
3233,2508,22,54,103,6,2025Q1
3233,2516,23,54,121,8,2025Q2
3233,2503,25,55,141,9,2025Q3
3233,2512,28,61,172,12,2025Q4
3233,2527,31,66,105,11,2026Q1
3233,2526,39,71,126,16,2026Q2
3235,575,3,7,21,2,2023Q2
3235,579,3,8,24,2,2023Q3
3235,585,3,8,33,2,2023Q4
3235,602,4,8,24,2,2024Q1
3235,599,4,8,33,2,2024Q2
3235,591,4,9,36,2,2024Q3
3235,590,5,12,44,3,2024Q4
3235,596,5,13,23,2,2025Q1
3235,605,7,12,29,4,2025Q2
3235,601,7,12,34,4,2025Q3
3235,611,7,13,40,5,2025Q4
3235,621,7,14,21,3,2026Q1
3235,629,10,15,28,4,2026Q2
3239,737,2,13,30,1,2023Q2
3239,745,2,12,38,1,2023Q3
3239,729,2,11,38,1,2023Q4
3239,730,3,11,29,2,2024Q1
3239,731,2,11,33,1,2024Q2
3239,742,2,11,43,1,2024Q3
3239,744,2,11,52,1,2024Q4
3239,733,2,12,29,0,2025Q1
3239,721,2,11,32,0,2025Q2
3239,707,2,10,35,0,2025Q3
3239,717,2,11,41,0,2025Q4
3239,726,2,11,21,0,2026Q1
3239,725,5,12,28,3,2026Q2
3240,2575,11,46,146,6,2023Q2
3240,2568,11,47,169,7,2023Q3
3240,2571,13,47,190,9,2023Q4
3240,2592,15,47,103,6,2024Q1
3240,2617,17,46,128,7,2024Q2
3240,2634,21,43,151,11,2024Q3
3240,2661,29,45,187,18,2024Q4
3240,2680,33,49,110,15,2025Q1
3240,2688,32,51,131,16,2025Q2
3240,2654,34,49,155,18,2025Q3
3240,2677,35,51,175,19,2025Q4
3240,2683,40,47,89,7,2026Q1
3240,2705,52,49,113,16,2026Q2
3241,3686,7,53,184,4,2023Q2
3241,3712,8,51,212,5,2023Q3
3241,3739,9,51,241,6,2023Q4
3241,3742,11,50,139,4,2024Q1
3241,3737,12,53,171,5,2024Q2
3241,3753,13,51,198,6,2024Q3
3241,3777,17,47,227,10,2024Q4
3241,3774,18,52,138,6,2025Q1
3241,3851,19,53,175,7,2025Q2
3241,3888,19,59,220,7,2025Q3
3241,3890,24,54,253,11,2025Q4
3241,3923,24,59,136,7,2026Q1
3241,3982,34,65,177,16,2026Q2
3242,1241,4,12,49,2,2023Q2
3242,1236,5,10,58,2,2023Q3
3242,1243,5,11,67,2,2023Q4
3242,1249,5,11,34,1,2024Q1
3242,1257,5,10,43,1,2024Q2
3242,1244,5,11,55,1,2024Q3
3242,1240,6,11,63,2,2024Q4
3242,1256,8,12,40,1,2025Q1
3242,1254,8,12,46,1,2025Q2
3242,1259,10,10,64,3,2025Q3
3242,1263,13,11,74,5,2025Q4
3242,1280,13,12,45,3,2026Q1
3242,1305,16,15,65,7,2026Q2
3243,684,3,7,37,3,2023Q2
3243,693,3,8,42,3,2023Q3
3243,688,4,9,48,4,2023Q4
3243,693,3,9,23,1,2024Q1
3243,697,3,9,26,1,2024Q2
3243,690,3,9,31,1,2024Q3
3243,697,3,9,34,1,2024Q4
3243,693,4,9,16,1,2025Q1
3243,703,4,8,22,1,2025Q2
3243,698,4,8,29,1,2025Q3
3243,708,5,7,38,2,2025Q4
3243,714,5,8,22,2,2026Q1
3243,720,6,11,26,2,2026Q2
3249,4569,0,91,202,0,2023Q2
3249,4579,0,84,240,0,2023Q3
3249,4564,0,83,280,0,2023Q4
3249,4588,0,79,145,0,2024Q1
3249,4649,4,83,195,4,2024Q2
3249,4673,5,79,227,5,2024Q3
3249,4681,5,78,266,5,2024Q4
3249,4708,6,80,132,3,2025Q1
3249,4698,6,80,156,4,2025Q2
3249,4751,9,76,190,7,2025Q3
3249,4769,9,73,223,7,2025Q4
3249,4781,12,75,122,5,2026Q1
3249,4770,22,81,153,15,2026Q2
3250,12305,21,222,660,15,2023Q2
3250,12375,25,220,784,17,2023Q3
3250,12390,28,204,937,20,2023Q4
3250,12408,33,201,576,14,2024Q1
3250,12415,36,206,708,16,2024Q2
3250,12492,38,204,827,18,2024Q3
3250,12588,38,212,955,18,2024Q4
3250,12603,39,208,497,8,2025Q1
3250,12694,48,208,635,17,2025Q2
3250,12689,51,221,745,20,2025Q3
3250,12774,55,220,862,26,2025Q4
3250,12764,62,218,474,23,2026Q1
3250,12805,74,232,590,33,2026Q2
3251,823,0,19,38,0,2023Q2
3251,832,1,19,43,1,2023Q3
3251,841,1,22,48,1,2023Q4
3251,835,2,21,26,2,2024Q1
3251,841,2,24,37,2,2024Q2
3251,862,2,25,42,2,2024Q3
3251,878,3,25,51,3,2024Q4
3251,877,4,25,30,2,2025Q1
3251,866,4,25,37,2,2025Q2
3251,865,5,24,43,3,2025Q3
3251,868,6,22,50,4,2025Q4
3251,873,7,22,24,4,2026Q1
3251,869,6,22,28,4,2026Q2
3260,6020,7,89,325,5,2023Q2
3260,6056,7,85,383,6,2023Q3
3260,6034,7,83,440,6,2023Q4
3260,6079,7,79,231,4,2024Q1
3260,6091,7,78,277,4,2024Q2
3260,6110,7,79,330,4,2024Q3
3260,6080,8,74,375,5,2024Q4
3260,6073,8,77,200,1,2025Q1
3260,6057,9,76,248,2,2025Q2
3260,6053,10,76,288,2,2025Q3
3260,6071,11,76,338,3,2025Q4
3260,6082,17,75,172,7,2026Q1
3260,6124,20,80,224,10,2026Q2
3264,3020,4,68,183,0,2023Q2
3264,3022,4,67,201,0,2023Q3
3264,2996,4,63,236,0,2023Q4
3264,2983,4,58,120,0,2024Q1
3264,3009,4,60,149,0,2024Q2
3264,3019,5,61,174,1,2024Q3
3264,3035,6,60,201,2,2024Q4
3264,3027,6,60,100,2,2025Q1
3264,3045,6,60,126,2,2025Q2
3264,3049,4,63,147,1,2025Q3
3264,3051,4,63,164,1,2025Q4
3264,3045,4,61,77,0,2026Q1
3264,3026,4,60,105,0,2026Q2
3265,3905,3,49,218,3,2023Q2
3265,3937,3,48,250,3,2023Q3
3265,3967,4,48,297,4,2023Q4
3265,4021,5,49,164,5,2024Q1
3265,4034,6,47,202,6,2024Q2
3265,4005,6,44,221,6,2024Q3
3265,4013,6,44,256,6,2024Q4
3265,4020,6,42,116,2,2025Q1
3265,4039,6,42,137,2,2025Q2
3265,4024,7,42,155,3,2025Q3
3265,4032,7,40,187,3,2025Q4
3265,4010,8,40,91,2,2026Q1
3265,4004,10,47,122,4,2026Q2
3266,4333,6,71,262,5,2023Q2
3266,4404,5,69,335,4,2023Q3
3266,4404,6,67,384,5,2023Q4
3266,4404,7,63,204,4,2024Q1
3266,4440,7,63,245,4,2024Q2
3266,4472,7,71,288,4,2024Q3
3266,4504,7,68,336,4,2024Q4
3266,4515,7,68,145,0,2025Q1
3266,4514,7,61,168,0,2025Q2
3266,4523,7,61,223,0,2025Q3
3266,4543,7,57,259,0,2025Q4
3266,4540,9,55,137,1,2026Q1
3266,4544,9,55,168,1,2026Q2
3268,4221,2,25,214,1,2023Q2
3268,4239,3,23,261,2,2023Q3
3268,4215,3,25,292,2,2023Q4
3268,4231,4,25,160,2,2024Q1
3268,4232,4,25,190,2,2024Q2
3268,4255,6,23,222,4,2024Q3
3268,4220,7,22,247,5,2024Q4
3268,4215,10,27,124,6,2025Q1
3268,4225,11,26,152,7,2025Q2
3268,4210,13,23,187,8,2025Q3
3268,4196,15,25,220,10,2025Q4
3268,4146,19,26,120,9,2026Q1
3268,4175,20,31,156,11,2026Q2
3269,929,1,10,56,1,2023Q2
3269,930,2,11,60,2,2023Q3
3269,945,2,11,72,2,2023Q4
3269,945,2,11,37,1,2024Q1
3269,959,2,11,50,1,2024Q2
3269,951,2,10,54,1,2024Q3
3269,938,2,10,62,1,2024Q4
3269,947,2,9,28,0,2025Q1
3269,942,2,10,37,0,2025Q2
3269,939,2,10,42,0,2025Q3
3269,952,3,12,49,1,2025Q4
3269,959,3,13,34,1,2026Q1
3269,967,3,13,39,1,2026Q2
3272,2125,2,47,107,1,2023Q2
3272,2123,3,44,135,1,2023Q3
3272,2099,3,41,153,1,2023Q4
3272,2112,3,44,79,1,2024Q1
3272,2105,3,42,99,1,2024Q2
3272,2116,3,42,115,1,2024Q3
3272,2127,3,44,125,1,2024Q4
3272,2122,2,43,52,0,2025Q1
3272,2136,2,41,69,0,2025Q2
3272,2155,3,42,81,0,2025Q3
3272,2183,4,43,91,1,2025Q4
3272,2179,4,45,44,1,2026Q1
3272,2188,5,44,56,2,2026Q2
3275,531,0,12,15,0,2023Q2
3275,547,0,12,26,0,2023Q3
3275,536,0,11,28,0,2023Q4
3275,540,0,10,19,0,2024Q1
3275,554,0,8,24,0,2024Q2
3275,562,0,7,27,0,2024Q3
3275,548,0,6,31,0,2024Q4
3275,550,0,8,17,0,2025Q1
3275,547,0,8,23,0,2025Q2
3275,548,0,8,29,0,2025Q3
3275,554,0,8,36,0,2025Q4
3275,558,0,8,19,0,2026Q1
3275,561,1,8,23,1,2026Q2
3276,809,0,10,34,0,2023Q2
3276,827,1,10,39,1,2023Q3
3276,803,1,7,47,1,2023Q4
3276,825,1,7,28,1,2024Q1
3276,850,1,7,32,1,2024Q2
3276,875,1,6,37,1,2024Q3
3276,891,1,8,40,1,2024Q4
3276,852,1,7,18,0,2025Q1
3276,897,1,7,25,0,2025Q2
3276,899,1,7,29,0,2025Q3
3276,892,1,7,36,0,2025Q4
3276,905,1,7,20,0,2026Q1
